tractid,totalpopulation,AJWVE002,white,black,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,totalpop,geometry
421100,2100,1963,1607,29,0,244,6,0,77,0,77,137,99,0,0,0,0,6,32,0,32,3984.0,"POLYGON ((-13607908.8444897 4558541.818865373, -13607951.70261208 4558536.602323267, -13608080.49936225 4558521.23535207, -13608087.17848479 4558520.389114396, -13608123.46835467 4558516.300906373, -13608149.18326144 4558515.595699253, -13608226.66162608 4558513.622495208, -13608252.48812959 4558513.058028406, -13608277.53455205 4558512.917156628, -13608352.78657014 4558512.77641653, -13608377.94517177 4558512.776302001, -13608405.66366239 4558508.828599387, -13608489.15323734 4558496.84538217, -13608516.9826838 4558493.038947349, -13608563.06910102 4558482.324188543, -13608653.34957319 4558461.599827331, -13608702.10751222 4558461.599775765, -13608749.08435922 4558461.599984143, -13608779.36292106 4558461.740856581, -13608897.8071769 4558428.892590351, -13608912.1671153 4558424.945125174, -13608947.67813384 4558422.548298181, -13609054.21110456 4558415.499464543, -13609079.92560948 4558413.807319564, -13609089.83309522 4558413.102472269, -13609090.05552034 4558416.485842304, -13609090.94599637 4558426.636609636, -13609091.28002206 4558430.020309366, -13609092.17104379 4558439.888627787, -13609097.18035442 4558490.783238302, -13609098.0707399 4558505.304324211, -13609100.51991277 4558544.215469276, -13609116.66123739 4558731.864594441, -13609123.22912004 4558807.433154739, -13609125.23239399 4558834.079238469, -13609131.57770144 4558914.442019572, -13609133.69320646 4558941.229370924, -13609135.36282278 4558967.735301335, -13609138.03425371 4559006.225068789, -13609140.70599485 4559047.393988418, -13609142.48726735 4559074.041180422, -13609143.15496314 4559082.077308058, -13609145.49292303 4559106.609857048, -13609146.2722483 4559114.787004802, -13609148.38687154 4559143.266908062, -13609154.95519208 4559228.989653243, -13609156.29061596 4559245.062721962, -13609152.72831934 4559256.765362056, -13609131.35497738 4559259.021078609, -13609130.57598807 4559259.162352829, -13609119.11025154 4559259.726103747, -13609098.85010575 4559261.417718447, -13609080.92726403 4559266.070771138, -13609073.02360842 4559268.608509952, -13609068.01440208 4559270.723487227, -13609047.7543629 4559279.465213099, -13609051.98420447 4559284.963739484, -13609057.6615147 4559289.757393803, -13609061.55772618 4559295.819932164, -13609063.67273228 4559302.164932312, -13609064.67463052 4559310.060394717, -13609064.22966556 4559313.444404532, -13609063.56169441 4559318.943008131, -13609059.55421644 4559327.543303371, -13609048.97908447 4559334.452445058, -13609043.74656472 4559336.002933974, -13609027.04880574 4559338.4001393, -13609004.3397992 4559339.528053369, -13608979.29306277 4559339.24580311, -13608972.61338166 4559338.963857686, -13608939.1062305 4559337.695007098, -13608929.1992338 4559341.078855179, -13608921.29550667 4559343.898985611, -13608899.14263853 4559349.397745224, -13608889.12393463 4559351.935473557, -13608868.08458835 4559353.90915096, -13608866.19232425 4559354.191254537, -13608805.07794536 4559357.716148457, -13608784.14956216 4559358.984895968, -13608769.23284126 4559359.830925557, -13608724.81638591 4559362.650640434, -13608710.01071634 4559363.77882901, -13608694.53764826 4559364.90675152, -13608648.11730045 4559368.572862723, -13608632.75527146 4559369.841692708, -13608613.05175024 4559371.392767538, -13608554.27486484 4559376.186282832, -13608534.68294178 4559377.878214289, -13608517.87334179 4559379.28841239, -13608467.66831119 4559383.377123335, -13608450.97031809 4559384.927647689, -13608419.57818471 4559387.324904539, -13608325.73599226 4559394.938553051, -13608294.56646913 4559397.617443359, -13608281.31984856 4559397.758090182, -13608260.72559206 4559399.027351964, -13608206.73577005 4559402.552251467, -13608173.00593099 4559405.23113082, -13608159.64767674 4559404.949263775, -13608151.85527385 4559404.948809557, -13608126.02879545 4559401.988201722, -13608121.24195326 4559400.719225988, -13608088.29158452 4559392.118791875, -13608073.04103412 4559388.170754519, -13608059.79382338 4559383.659152525, -13608035.19229324 4559371.956213306, -13608000.46027228 4559346.295507725, -13607985.87778898 4559339.245980135, -13607981.98161485 4559337.97677005, -13607963.27975335 4559332.055064925, -13607951.36857966 4559329.376696735, -13607944.5779052 4559327.261573614, -13607938.12149682 4559325.146883911, -13607936.89718375 4559324.86470706, -13607925.09710097 4559318.378751433, -13607920.421946 4559314.995362761, -13607914.74457695 4559310.906155182, -13607907.95394445 4559305.830592186, -13607902.72188549 4559302.024071059, -13607896.26555175 4559294.974379309, -13607890.47663425 4559286.655501083, -13607885.46728246 4559279.324261084, -13607854.63175289 4559277.91415548, -13607762.45946747 4559274.107464805, -13607731.73500858 4559272.838573478, -13607710.0277229 4559272.274607487, -13607644.90588363 4559270.582436668, -13607623.19860268 4559270.159532892, -13607605.83318888 4559274.107226811, -13607553.62410245 4559286.232850554, -13607536.36967294 4559290.321443208, -13607516.88890208 4559289.757579634, -13607458.66866995 4559288.488463685, -13607439.2989432 4559288.065465207, -13607373.8431223 4559328.389415635, -13607361.26407037 4559336.285109137, -13607341.56065974 4559334.311209884, -13607288.12726532 4559329.094684605, -13607157.32689133 4559316.405312119, -13607131.61192738 4559314.008146135, -13607106.67608968 4559263.673732786, -13607103.1143836 4559241.678985892, -13607102.33468035 4559236.603233188, -13607092.76129875 4559176.118045437, -13607089.31067777 4559154.2644906, -13607083.63328529 4559077.00180134, -13607078.8466701 4559011.441959945, -13607064.37508325 4558845.640230831, -13607057.69580807 4558768.662024471, -13607055.58088258 4558738.068184128, -13607049.23558912 4558646.42842606, -13607047.23173049 4558615.975946175, -13607075.9524392 4558613.578747176, -13607077.95613241 4558614.283696038, -13607083.96719939 4558616.539775837, -13607087.08392656 4558612.591977329, -13607206.97514669 4558602.723233471, -13607246.93883337 4558599.480804442, -13607254.28596641 4558598.916768432, -13607276.77260721 4558597.647989432, -13607284.23075123 4558597.366170755, -13607387.98062872 4558586.792089682, -13607699.56382813 4558555.352860569, -13607803.53608774 4558544.920562035, -13607810.32685095 4558543.9336065, -13607830.92119313 4558541.395941824, -13607837.82298383 4558540.549965425, -13607851.96020805 4558540.691050118, -13607894.59565984 4558541.536857437, -13607908.8444897 4558541.818865373))"
421200,3575,3415,2642,43,4,425,0,19,282,0,282,160,121,0,0,0,0,39,0,0,0,14252.0,"POLYGON ((-13613666.28868148 4561563.793619493, -13613672.41104672 4561588.049748336, -13613678.31141476 4561611.460018138, -13613714.49027408 4561754.600260193, -13613714.82409545 4561755.728443876, -13613729.40688957 4561801.139200844, -13613713.93353702 4561805.369848895, -13613706.69786073 4561807.062275131, -13613696.90170699 4561809.459367032, -13613638.01323132 4561816.792960183, -13613637.45682034 4561816.934012, -13613615.19278574 4561821.164931246, -13613610.8515292 4561825.677429928, -13613597.60477007 4561828.075067662, -13613541.49948051 4561838.229138467, -13613522.79776764 4561841.754851995, -13613503.65097299 4561844.857309153, -13613446.54422497 4561854.02402097, -13613427.5085257 4561857.267894703, -13613408.25003467 4561860.370471924, -13613350.36421134 4561870.100989855, -13613331.21681312 4561873.34498255, -13613311.95883551 4561876.447388849, -13613254.40647191 4561885.896226462, -13613235.25958659 4561889.140050017, -13613213.8861615 4561892.383405272, -13613150.10014931 4561902.114625133, -13613128.83837816 4561905.499370599, -13613116.92679235 4561909.588832135, -13613100.67426454 4561913.537515984, -13613031.76761373 4561930.884263927, -13613015.51485009 4561933.281596258, -13612986.90575084 4561937.794899848, -13612968.76091251 4561940.473942218, -13612914.54803124 4561948.795143949, -13612896.51435749 4561951.756332368, -13612884.82606131 4561953.730908872, -13612849.64893924 4561959.654271235, -13612838.07176222 4561961.769786408, -13612816.14163673 4561965.15449319, -13612812.24573843 4561965.436291561, -13612768.0515826 4561969.526085997, -13612747.45748848 4561969.949448111, -13612734.76710209 4561971.641598261, -13612722.07683905 4561973.615723711, -13612709.16360075 4561976.295666693, -13612689.34862698 4561980.385627104, -13612659.06996659 4561985.321620884, -13612538.06560805 4562005.206290906, -13612508.56607497 4562010.283423718, -13612488.97394029 4562013.668324756, -13612458.24939896 4562016.629801525, -13612457.58186665 4562010.001585998, -13612455.68911953 4561991.24462847, -13612453.90828893 4561971.782735932, -13612447.34034412 4561915.370881629, -13612444.55746075 4561890.127227819, -13612441.32911357 4561864.742347707, -13612436.09717272 4561822.293073001, -13612434.20444911 4561788.587816828, -13612432.86882689 4561763.061641838, -13612430.53119338 4561737.253817131, -13612423.51784535 4561659.97199324, -13612421.29137759 4561634.305982187, -13612418.7308596 4561607.933934352, -13612417.95177186 4561600.037062312, -13612415.05763056 4561557.729869468, -13612412.05198856 4561529.242887767, -13612410.49371992 4561513.16671684, -13612409.6032071 4561503.012666661, -13612407.37647053 4561477.910986511, -13612400.69764435 4561403.028417151, -13612398.47100907 4561378.067675525, -13612397.80286663 4561371.157308755, -13612395.91063685 4561350.427673933, -13612395.35419088 4561343.658316277, -13612393.57311725 4561324.479582941, -13612388.45223565 4561267.366834573, -13612386.78230856 4561248.32922494, -13612384.44490643 4561223.933075069, -13612382.44080231 4561202.498227597, -13612379.9920654 4561181.48608713, -13612377.32022912 4561151.308600348, -13612376.65242924 4561142.42404045, -13612374.42596947 4561127.194342336, -13612424.85392915 4561119.297499428, -13612450.67957542 4561115.349133001, -13612536.17299339 4561102.657220115, -13612576.47097764 4561096.593547792, -13612627.00988912 4561089.119830658, -13612677.66049397 4561080.658421176, -13612729.75759459 4561072.056902992, -13612775.84394198 4561062.890755525, -13612829.83418029 4561054.570392478, -13612835.17732598 4561053.865625421, -13612880.70677458 4561046.532381284, -13612901.41270063 4561043.148151763, -13612963.63982093 4561033.136183424, -13612984.45682399 4561029.892767751, -13612996.2567676 4561027.777262427, -13613031.767827 4561021.854752512, -13613043.6788774 4561019.880741948, -13613077.29715759 4561013.675915006, -13613124.94199183 4561004.93313023, -13613178.4864965 4560995.908104054, -13613212.32759291 4560990.267338416, -13613271.54992226 4560981.665005207, -13613285.46452771 4560979.691156344, -13613389.32582804 4560961.500210078, -13613449.10449409 4560952.193073755, -13613491.62862987 4560945.706498956, -13613500.97908504 4560944.155146189, -13613508.3263175 4560942.322010394, -13613512.44512302 4560957.269354265, -13613517.89963611 4560981.101003526, -13613544.95053646 4561098.285710569, -13613553.96732801 4561137.48882294, -13613563.31827863 4561173.025024455, -13613591.37085276 4561279.494170676, -13613599.38584779 4561309.672339028, -13613600.83261845 4561315.172362396, -13613607.62339358 4561340.555782871, -13613627.99476523 4561416.707522701, -13613634.89681132 4561442.23214691, -13613641.13066876 4561466.488289025, -13613659.94356271 4561539.396862683, -13613666.28868148 4561563.793619493))"
421300,3856,3788,3108,49,0,340,9,0,282,8,274,68,61,0,0,0,0,7,0,0,0,15376.0,"POLYGON ((-13610687.60192473 4561402.46437894, -13610707.9732827 4561399.361479781, -13610726.6747386 4561396.541075688, -13610756.61968781 4561390.618326448, -13610768.97633258 4561388.36211718, -13610789.34745052 4561384.55441169, -13610802.70601855 4561382.580023256, -13610842.89222248 4561376.798327252, -13610856.36187434 4561374.964874236, -13610908.12540988 4561366.786061526, -13611063.75004376 4561342.812384847, -13611115.62494146 4561334.774131699, -13611147.57394617 4561329.415654573, -13611158.48335844 4561327.723023565, -13611243.08618417 4561312.492824227, -13611243.1972043 4561312.351850229, -13611275.25718777 4561307.133986823, -13611295.29490348 4561303.749948394, -13611355.40746237 4561293.737157501, -13611365.64875444 4561292.186077218, -13611375.55628528 4561290.634664192, -13611377.00327664 4561304.031900221, -13611378.11642116 4561317.146857835, -13611385.24115404 4561397.105597153, -13611387.68980063 4561423.899159816, -13611389.35965463 4561448.29591391, -13611392.2539811 4561490.038980502, -13611395.25958832 4561521.768591063, -13611397.59762333 4561546.306923619, -13611399.60094555 4561571.408940805, -13611405.72373931 4561646.715660009, -13611407.83877604 4561671.959493663, -13611410.51055807 4561696.215369736, -13611418.52553192 4561769.407732839, -13611421.30847156 4561793.805406498, -13611423.42361962 4561819.190297872, -13611429.76855129 4561895.345333279, -13611431.99537954 4561920.730197234, -13611435.77983683 4561971.641305259, -13611447.24570913 4562124.658973562, -13611451.14198679 4562175.712649255, -13611444.46315343 4562176.841051457, -13611424.98201739 4562180.225426813, -13611346.72415881 4562193.905822791, -13611320.67578503 4562198.559928929, -13611295.51755382 4562202.790798446, -13611220.04269683 4562215.342336142, -13611194.99606901 4562219.714554248, -13611169.50373627 4562223.240089327, -13611123.5286406 4562230.009966948, -13611093.25020584 4562234.804779918, -13611067.86907598 4562239.036219515, -13611042.82229345 4562243.266792776, -13610983.93435704 4562253.421544083, -13610967.68165565 4562255.395877946, -13610942.63455457 4562258.780793007, -13610929.83279145 4562263.716581008, -13610917.253937 4562265.267853709, -13610839.88650529 4562275.704261909, -13610814.17180517 4562279.371332307, -13610788.45723757 4562283.602336408, -13610751.27633834 4562289.949109144, -13610711.64688768 4562297.282595078, -13610686.15456429 4562302.218669932, -13610661.1079381 4562306.026776397, -13610630.94007982 4562310.539714585, -13610630.71739446 4562310.680957693, -13610586.18967264 4562318.014771343, -13610570.15968762 4562320.694389711, -13610561.25400726 4562319.283813789, -13610558.80523591 4562276.832620686, -13610551.79177489 4562149.90368607, -13610549.45417939 4562107.594191842, -13610549.45417868 4562098.145429954, -13610549.67689813 4562069.798095352, -13610549.89964634 4562060.490121593, -13610545.66935675 4562046.810131617, -13610527.30136865 4561996.180619738, -13610526.74486435 4561988.988052904, -13610525.07515199 4561966.564412623, -13610528.41501702 4561944.140952522, -13610532.86764817 4561920.871218891, -13610539.88053506 4561897.46047063, -13610540.88242278 4561878.421964045, -13610541.43931794 4561868.267981113, -13610537.20934203 4561838.934301685, -13610531.75469537 4561799.728417161, -13610527.74678828 4561760.382538406, -13610520.17745464 4561683.382061263, -13610541.2163471 4561680.138835113, -13610604.33480261 4561670.972310074, -13610625.48535611 4561668.010635089, -13610629.7156152 4561656.587479347, -13610628.82486864 4561645.446498333, -13610623.14788136 4561574.370268444, -13610621.25556807 4561550.678298063, -13610618.24941097 4561523.319888494, -13610609.23280769 4561441.527071833, -13610607.89681389 4561428.553110923, -13610606.56107873 4561414.309997127, -13610622.7024681 4561411.771554666, -13610671.34886015 4561404.72063728, -13610687.60192473 4561402.46437894))"
421400,1642,1583,1262,58,3,188,5,21,46,0,46,59,42,0,0,0,0,17,0,0,0,3186.0,"POLYGON ((-13610561.25400726 4562319.283813789, -13610534.53729063 4562323.51486279, -13610454.60979625 4562336.490222004, -13610428.00467264 4562340.862026802, -13610405.29559575 4562344.811009041, -13610337.50202854 4562356.516734873, -13610315.01563399 4562360.606858656, -13610304.66263156 4562362.158452446, -13610273.82696112 4562367.09465573, -13610263.58562606 4562368.786664713, -13610243.54840893 4562372.312612604, -13610183.76993387 4562383.031301027, -13610163.95484143 4562386.69843269, -13610139.79871331 4562390.506083905, -13610067.21805704 4562402.212103034, -13610043.17295876 4562406.161130903, -13609992.4117151 4562413.776933346, -13609977.49496296 4562416.033217939, -13609840.34909389 4562439.727230146, -13609789.80990701 4562448.612553915, -13609766.43317071 4562451.574416501, -13609761.75734407 4562452.702296912, -13609747.50890442 4562456.510312125, -13609717.89772424 4562460.036651783, -13609704.09390956 4562462.43414342, -13609677.93366071 4562463.562590037, -13609668.80557084 4562464.126326613, -13609658.45311844 4562463.139270534, -13609650.21532577 4562459.895349866, -13609656.1151479 4562472.588553506, -13609660.45664916 4562478.935409249, -13609664.7982454 4562482.179091647, -13609665.13209006 4562482.46090144, -13609671.36592861 4562485.422823189, -13609677.04316681 4562491.487478274, -13609682.3868153 4562498.821058351, -13609686.28300905 4562505.873089397, -13609689.62236059 4562514.476559236, -13609691.84908743 4562522.092429907, -13609698.52789511 4562536.196207325, -13609701.97876656 4562540.286228539, -13609705.87495495 4562543.529788248, -13609710.1052894 4562545.363132388, -13609710.99567879 4562545.786670256, -13609717.89753539 4562551.004805157, -13609719.78987477 4562554.812962894, -13609721.12614457 4562568.493151954, -13609716.45032635 4562566.518967122, -13609701.53340463 4562562.287621888, -13609689.73405845 4562558.056558771, -13609682.72083227 4562554.530684934, -13609680.82844604 4562553.966432991, -13609672.47906001 4562551.568768525, -13609657.33975631 4562552.979115461, -13609647.98894023 4562557.774563349, -13609633.18362831 4562564.262490494, -13609619.49134491 4562566.942216603, -13609610.80856631 4562567.224029219, -13609604.1288895 4562565.672513018, -13609598.7860213 4562563.416085882, -13609587.98788036 4562549.876456273, -13609571.51228113 4562524.490154029, -13609550.80692358 4562492.474722107, -13609547.24468323 4562481.897138844, -13609538.78467329 4562482.038239779, -13609538.11653073 4562482.178757569, -13609531.10360048 4562484.012579182, -13609523.75648308 4562487.115309513, -13609517.29978299 4562490.923019067, -13609515.18495144 4562492.192554326, -13609507.94919688 4562497.410905298, -13609492.36420834 4562500.796035942, -13609445.83255735 4562511.514801092, -13609430.35919837 4562515.040308584, -13609395.62760828 4562366.671053381, -13609371.36008276 4562262.729740934, -13609400.41437693 4562255.395611472, -13609346.31315189 4561944.986846151, -13609333.51143639 4561870.94742168, -13609395.62781966 4561869.959972493, -13609405.42394088 4561872.498562309, -13609420.78574585 4561876.729611613, -13609435.14628732 4561877.152377328, -13609436.81576849 4561877.293873716, -13609445.1647345 4561876.729278415, -13609470.32286596 4561872.216477494, -13609545.90885404 4561859.242011517, -13609571.1785629 4561854.86999994, -13609589.88047621 4561851.485850802, -13609604.46329462 4561849.229289094, -13609704.65033411 4561834.844197895, -13609738.04671169 4561830.049342777, -13609778.23281499 4561823.562295613, -13609899.12580116 4561804.382602334, -13609939.42337336 4561798.036537849, -13609983.1718567 4561790.843799551, -13609989.51738403 4561789.716017871, -13610114.52925997 4561769.831075001, -13610158.38860224 4561762.779772142, -13610198.57521763 4561755.728311647, -13610319.35699746 4561735.138744566, -13610321.13801842 4561734.856575804, -13610359.54327398 4561727.523279854, -13610373.01298407 4561723.574670433, -13610391.38044139 4561716.805532863, -13610396.16738363 4561715.113215554, -13610410.63891685 4561708.484795852, -13610438.80243149 4561696.356530754, -13610444.0348638 4561695.087546569, -13610451.71544928 4561694.241168837, -13610487.33786517 4561688.45947242, -13610520.17745464 4561683.382061263, -13610527.74678828 4561760.382538406, -13610531.75469537 4561799.728417161, -13610537.20934203 4561838.934301685, -13610541.43931794 4561868.267981113, -13610540.88242278 4561878.421964045, -13610539.88053506 4561897.46047063, -13610532.86764817 4561920.871218891, -13610528.41501702 4561944.140952522, -13610525.07515199 4561966.564412623, -13610526.74486435 4561988.988052904, -13610527.30136865 4561996.180619738, -13610545.66935675 4562046.810131617, -13610549.89964634 4562060.490121593, -13610549.67689813 4562069.798095352, -13610549.45417868 4562098.145429954, -13610549.45417939 4562107.594191842, -13610551.79177489 4562149.90368607, -13610558.80523591 4562276.832620686, -13610561.25400726 4562319.283813789))"
421500,3789,3604,2924,133,0,426,11,23,87,0,87,185,70,0,0,0,0,44,71,14,57,10920.0,"POLYGON ((-13612406.26326571 4562021.848236881, -13612350.60361482 4562030.87378865, -13612323.7756741 4562035.387050736, -13612300.06427251 4562039.194486821, -13612229.26550563 4562050.759210879, -13612205.66573103 4562054.70800967, -13612185.51675371 4562057.669340034, -13612125.07037019 4562066.695530528, -13612105.03304132 4562069.798282636, -13612076.31217019 4562074.45239776, -13611990.26229519 4562088.696572069, -13611961.65301999 4562093.491381392, -13611934.26871863 4562097.722492591, -13611852.11465567 4562110.696812907, -13611824.84138791 4562115.069214995, -13611799.68355611 4562119.300138498, -13611785.8800886 4562121.697478494, -13611785.76849741 4562121.838464704, -13611724.43134564 4562133.121106216, -13611707.06583792 4562136.364607596, -13611699.49577344 4562134.672580191, -13611674.2262028 4562138.90347928, -13611598.64018024 4562151.878403262, -13611573.48222065 4562156.25007263, -13611548.99219619 4562160.057759522, -13611475.52096542 4562171.763609733, -13611451.14198679 4562175.712649255, -13611447.24570913 4562124.658973562, -13611435.77983683 4561971.641305259, -13611431.99537954 4561920.730197234, -13611429.76855129 4561895.345333279, -13611423.42361962 4561819.190297872, -13611421.30847156 4561793.805406498, -13611418.52553192 4561769.407732839, -13611410.51055807 4561696.215369736, -13611407.83877604 4561671.959493663, -13611405.72373931 4561646.715660009, -13611399.60094555 4561571.408940805, -13611397.59762333 4561546.306923619, -13611395.25958832 4561521.768591063, -13611392.2539811 4561490.038980502, -13611389.35965463 4561448.29591391, -13611387.68980063 4561423.899159816, -13611385.24115404 4561397.105597153, -13611378.11642116 4561317.146857835, -13611377.00327664 4561304.031900221, -13611375.55628528 4561290.634664192, -13611424.87095816 4561282.173935174, -13611572.92577289 4561257.354037089, -13611591.96097656 4561254.252166108, -13611622.46255117 4561249.739462582, -13611672.55666251 4561241.559911994, -13611822.94916955 4561217.445653106, -13611873.15408267 4561209.407858905, -13611896.30889879 4561205.318258245, -13611966.10596119 4561193.331989703, -13611989.37182432 4561189.383175202, -13612016.42263916 4561184.729876432, -13612097.79718422 4561171.05096927, -13612124.95902483 4561166.538381005, -13612174.83039313 4561158.782545739, -13612183.73595366 4561157.513164215, -13612217.13145261 4561153.000564817, -13612290.71366252 4561141.155275799, -13612324.5545571 4561135.514480111, -13612359.73157869 4561129.873605266, -13612374.42596947 4561127.194342336, -13612376.65242924 4561142.42404045, -13612377.32022912 4561151.308600348, -13612379.9920654 4561181.48608713, -13612382.44080231 4561202.498227597, -13612384.44490643 4561223.933075069, -13612386.78230856 4561248.32922494, -13612388.45223565 4561267.366834573, -13612393.57311725 4561324.479582941, -13612395.35419088 4561343.658316277, -13612395.91063685 4561350.427673933, -13612397.80286663 4561371.157308755, -13612398.47100907 4561378.067675525, -13612400.69764435 4561403.028417151, -13612407.37647053 4561477.910986511, -13612409.6032071 4561503.012666661, -13612410.49371992 4561513.16671684, -13612412.05198856 4561529.242887767, -13612415.05763056 4561557.729869468, -13612417.95177186 4561600.037062312, -13612418.7308596 4561607.933934352, -13612421.29137759 4561634.305982187, -13612423.51784535 4561659.97199324, -13612430.53119338 4561737.253817131, -13612432.86882689 4561763.061641838, -13612434.20444911 4561788.587816828, -13612436.09717272 4561822.293073001, -13612441.32911357 4561864.742347707, -13612444.55746075 4561890.127227819, -13612447.34034412 4561915.370881629, -13612453.90828893 4561971.782735932, -13612455.68911953 4561991.24462847, -13612457.58186665 4562010.001585998, -13612458.24939896 4562016.629801525, -13612437.4325183 4562018.463070252, -13612431.19901794 4562018.886264756, -13612415.16890755 4562020.437846738, -13612406.26326571 4562021.848236881))"
421600,3698,3525,2695,117,0,518,23,0,172,0,172,173,97,0,0,11,0,28,37,23,14,14232.0,"POLYGON ((-13611530.62426775 4563059.877963974, -13611530.17887015 4563049.864259333, -13611524.83543487 4562988.087005139, -13611524.167589 4562980.61206783, -13611520.71674755 4562939.850687148, -13611514.8166771 4562891.191097601, -13611514.59447436 4562889.357700692, -13611511.81120164 4562853.392102185, -13611501.01332101 4562737.316358361, -13611498.56393897 4562709.954305203, -13611495.00180554 4562686.965345237, -13611494.00023289 4562681.323642176, -13611492.33009819 4562667.643203119, -13611490.10417225 4562635.486090726, -13611483.98110259 4562543.670750729, -13611477.97018633 4562480.768941155, -13611473.18327384 4562429.431696753, -13611469.95524726 4562391.352326525, -13611468.84202756 4562378.659324127, -13611455.48360037 4562226.342767496, -13611451.14198679 4562175.712649255, -13611475.52096542 4562171.763609733, -13611548.99219619 4562160.057759522, -13611573.48222065 4562156.25007263, -13611598.64018024 4562151.878403262, -13611674.2262028 4562138.90347928, -13611699.49577344 4562134.672580191, -13611707.06583792 4562136.364607596, -13611724.43134564 4562133.121106216, -13611785.76849741 4562121.838464704, -13611785.8800886 4562121.697478494, -13611799.68355611 4562119.300138498, -13611824.84138791 4562115.069214995, -13611852.11465567 4562110.696812907, -13611934.26871863 4562097.722492591, -13611961.65301999 4562093.491381392, -13611990.26229519 4562088.696572069, -13612076.31217019 4562074.45239776, -13612105.03304132 4562069.798282636, -13612125.07037019 4562066.695530528, -13612185.51675371 4562057.669340034, -13612205.66573103 4562054.70800967, -13612229.26550563 4562050.759210879, -13612300.06427251 4562039.194486821, -13612323.7756741 4562035.387050736, -13612350.60361482 4562030.87378865, -13612406.26326571 4562021.848236881, -13612415.16890755 4562020.437846738, -13612431.19901794 4562018.886264756, -13612437.4325183 4562018.463070252, -13612458.24939896 4562016.629801525, -13612459.25166705 4562030.873791485, -13612462.59125121 4562073.888149245, -13612463.70409261 4562088.273208109, -13612467.82293043 4562136.646549868, -13612472.49845474 4562189.392762662, -13612473.61168367 4562209.983035117, -13612479.84540791 4562282.050753736, -13612480.95852816 4562294.320824848, -13612486.85855402 4562320.976033603, -13612489.41921222 4562324.220188664, -13612489.08488792 4562328.309742086, -13612491.7564597 4562356.516578531, -13612499.77182555 4562441.137543062, -13612502.44350969 4562469.48596797, -13612504.22435204 4562499.244479343, -13612509.79022812 4562588.520523929, -13612511.68275283 4562618.279660504, -13612503.44507181 4562624.344190072, -13612498.54706218 4562627.588097134, -13612458.69460736 4562654.667326264, -13612445.4476858 4562663.834722583, -13612429.75173207 4562673.989391861, -13612401.58765286 4562692.465680147, -13612382.88629366 4562704.171879887, -13612367.30123927 4562714.185486764, -13612349.93575823 4562724.904929183, -13612297.72706578 4562757.485007684, -13612280.47206925 4562768.486098262, -13612260.21224588 4562781.038721154, -13612199.43197406 4562818.83715399, -13612179.28309294 4562831.530684823, -13612158.46591424 4562844.08344136, -13612096.0158456 4562881.882280227, -13612075.31073797 4562894.576518576, -13612016.19978256 4562930.541825174, -13611839.09066593 4563038.580622904, -13611820.16645863 4563050.287310542, -13611780.53674274 4563075.675187937, -13611757.15914728 4563091.472165871, -13611739.90503608 4563103.319908551, -13611688.36381236 4563141.401809184, -13611665.6545306 4563158.327394946, -13611649.73595818 4563174.829391963, -13611623.68734267 4563202.192327649, -13611602.3137544 4563224.3362758, -13611586.61776092 4563240.980168488, -13611577.15595128 4563228.426936737, -13611548.9916827 4563190.767862729, -13611545.20686117 4563185.689945659, -13611539.86373713 4563178.073678724, -13611535.41071418 4563171.303565346, -13611532.51666466 4563165.661701251, -13611530.73530733 4563160.442693789, -13611530.06768048 4563155.365101868, -13611530.17895381 4563138.862881621, -13611530.29038392 4563133.080325857, -13611532.18281816 4563087.099533316, -13611530.62426775 4563059.877963974))"
